Number	Surname, Initials	Week	Job	hTotal	hNormal
935465	kPBhyfxm, K.P.	201550	1	33.120000	20.220000
935465	kPBhyfxm, K.P.	201551	1	35.620000	31.620000
118466	dYTGfBmd, J.M.	201549	1	42.530000	42.530000
118466	dYTGfBmd, J.M.	201550	1	32.940000	20.270000
118466	dYTGfBmd, J.M.	201551	1	37.750000	33.750000
174018	ibPXGTyK, D.A.	201549	1	42.300000	42.300000
174018	ibPXGTyK, D.A.	201550	1	43.050000	41.050000
174018	ibPXGTyK, D.A.	201551	1	37.380000	23.140000
174018	ibPXGTyK, D.A.	201552	1	8.150000	7.150000
416705	OTvQsMQx, M.	201549	1	42.670000	23.490000
416705	OTvQsMQx, M.	201550	1	58.590000	27.010000
416705	OTvQsMQx, M.	201551	1	48.890000	23.030000
416705	OTvQsMQx, M.	201552	1	0.330000	0.330000
676140	PwmwrykC, L.	201549	1	55.390000	51.340000
676140	PwmwrykC, L.	201550	1	54.200000	45.330000
676140	PwmwrykC, L.	201551	1	42.010000	38.430000
676140	PwmwrykC, L.	201552	1	17.870000	6.770000
676140	PwmwrykC, L.	201553	1	38.200000	35.200000
499145	JPKZPyvi, T.	201549	1	29.740000	17.960000
499145	JPKZPyvi, T.	201550	1	42.840000	40.840000
499145	JPKZPyvi, T.	201551	1	19.430000	13.320000
922285	WzepSlLU, J.M.	201549	2	45.690000	45.690000
922285	WzepSlLU, J.M.	201550	2	27.070000	17.040000
402094	kXjFqxZQ, M.J.	201549	2	46.450000	46.450000
402094	kXjFqxZQ, M.J.	201550	2	27.620000	17.100000
827843	ljsokHEp, K.E.	201549	1	28.930000	17.930000
827843	ljsokHEp, K.E.	201550	1	42.360000	40.360000
827843	ljsokHEp, K.E.	201551	1	18.990000	13.320000
145933	uGiccERz, C.	201549	1	14.210000	8.830000
145933	uGiccERz, C.	201550	1	37.060000	35.060000
145933	uGiccERz, C.	201551	1	32.480000	21.090000
145933	uGiccERz, C.	201552	1	37.120000	31.470000
145933	uGiccERz, C.	201553	1	32.170000	26.000000
110584	zeCXFFnA, M.D.	201549	2	47.560000	22.750000
110584	zeCXFFnA, M.D.	201550	2	54.320000	22.790000
110584	zeCXFFnA, M.D.	201551	2	47.560000	23.150000
110584	zeCXFFnA, M.D.	201553	2	31.520000	18.970000
519562	RZkHzPij, L.	201549	1	52.880000	28.140000
519562	RZkHzPij, L.	201550	1	41.360000	22.180000
519562	RZkHzPij, L.	201551	1	33.710000	18.520000
519562	RZkHzPij, L.	201552	1	41.290000	17.640000
519562	RZkHzPij, L.	201553	1	40.120000	27.960000
542444	IcvqSkwC, R.	201549	1	43.990000	43.990000
542444	IcvqSkwC, R.	201550	1	28.880000	17.380000
740260	BnaqPJZU, P.M.	201549	1	31.040000	17.960000
740260	BnaqPJZU, P.M.	201550	1	17.150000	16.150000
090644	UQyaKehm, D.	201549	1	29.130000	17.500000
090644	UQyaKehm, D.	201550	1	43.590000	41.670000
090644	UQyaKehm, D.	201551	1	32.190000	20.700000
090644	UQyaKehm, D.	201552	1	36.010000	29.680000
090644	UQyaKehm, D.	201553	1	26.130000	19.200000
832988	iHOLdHxJ, M.	201549	1	45.010000	45.010000
832988	iHOLdHxJ, M.	201550	1	35.030000	21.230000
832988	iHOLdHxJ, M.	201551	1	43.920000	39.920000
832988	iHOLdHxJ, M.	201552	1	19.310000	12.540000
832988	iHOLdHxJ, M.	201553	1	37.840000	36.840000
823072	AbWAAhKG, C.M.	201549	1	45.760000	45.610000
823072	AbWAAhKG, C.M.	201550	1	48.960000	46.770000
823072	AbWAAhKG, C.M.	201551	1	51.120000	47.050000
823072	AbWAAhKG, C.M.	201552	1	21.620000	20.570000
427306	aZNiPMZN, M.	201549	1	37.020000	37.020000
427306	aZNiPMZN, M.	201550	1	34.840000	34.840000
520720	vhwdtddI, B.J.	201549	1	47.550000	47.550000
520720	vhwdtddI, B.J.	201551	1	45.300000	41.300000
656736	yOulXjbS, M.	201549	1	41.670000	41.670000
656736	yOulXjbS, M.	201550	1	18.280000	18.280000
587088	FDaUEiTV, A.	201549	1	35.270000	21.930000
587088	FDaUEiTV, A.	201550	1	44.730000	42.730000
587088	FDaUEiTV, A.	201551	1	41.040000	28.380000
587088	FDaUEiTV, A.	201552	1	37.340000	30.640000
587088	FDaUEiTV, A.	201553	1	26.480000	19.090000
357974	THJvMnJU, J.W.	201549	1	44.710000	44.710000
357974	THJvMnJU, J.W.	201550	1	27.420000	16.460000
219494	sVjeCqJz, P.	201549	1	46.920000	22.420000
219494	sVjeCqJz, P.	201550	1	44.420000	4.580000
219494	sVjeCqJz, P.	201551	1	43.810000	2.560000
219494	sVjeCqJz, P.	201552	1	41.790000	19.120000
219494	sVjeCqJz, P.	201553	1	30.540000	18.620000
895625	ttQNXnzS, L.	201549	1	29.420000	15.380000
895625	ttQNXnzS, L.	201550	1	1.430000	1.430000
019980	aFgNXTMW, M.	201549	1	44.750000	44.750000
019980	aFgNXTMW, M.	201550	1	34.680000	34.680000
019980	aFgNXTMW, M.	201551	1	19.620000	19.620000
019980	aFgNXTMW, M.	201552	1	32.720000	32.720000
019980	aFgNXTMW, M.	201553	1	25.770000	25.770000
078505	VRWMTJAQ, K.W.	201549	2	39.620000	18.080000
078505	VRWMTJAQ, K.W.	201550	2	35.230000	16.800000
078505	VRWMTJAQ, K.W.	201551	2	29.240000	14.760000
078505	VRWMTJAQ, K.W.	201552	2	22.540000	13.690000
078505	VRWMTJAQ, K.W.	201553	2	23.340000	15.510000
430475	mjdUoCST, P.	201549	1	36.880000	36.880000
430475	mjdUoCST, P.	201550	1	20.210000	12.680000
430475	mjdUoCST, P.	201551	1	44.740000	40.740000
430475	mjdUoCST, P.	201552	1	12.760000	7.380000
430475	mjdUoCST, P.	201553	1	33.190000	33.190000
280127	FuomvELD, A.W.	201549	1	49.160000	49.160000
280127	FuomvELD, A.W.	201550	1	42.680000	26.180000
280127	FuomvELD, A.W.	201551	1	13.350000	13.350000
280127	FuomvELD, A.W.	201552	1	33.240000	19.910000
280127	FuomvELD, A.W.	201553	1	42.400000	40.870000
660569	KyOHnaSz, P.	201549	1	39.490000	39.490000
660569	KyOHnaSz, P.	201550	1	15.840000	11.920000
660569	KyOHnaSz, P.	201551	1	10.500000	8.500000
660569	KyOHnaSz, P.	201552	1	19.350000	11.710000
660569	KyOHnaSz, P.	201553	1	23.330000	21.880000
260105	hCeRBVaU, M.P.	201549	1	43.000000	28.010000
260105	hCeRBVaU, M.P.	201550	1	28.270000	26.270000
153240	ncguxgzJ, A.	201549	1	42.740000	27.940000
153240	ncguxgzJ, A.	201550	1	28.300000	26.300000
497396	FRWPVnNW, J.M.	201549	1	45.830000	45.830000
497396	FRWPVnNW, J.M.	201550	1	34.690000	21.630000
497396	FRWPVnNW, J.M.	201551	1	43.360000	39.360000
497396	FRWPVnNW, J.M.	201552	1	24.980000	12.880000
497396	FRWPVnNW, J.M.	201553	1	37.800000	36.800000
272120	EMrTnfpZ, E.A.	201549	1	49.890000	49.890000
272120	EMrTnfpZ, E.A.	201550	1	36.670000	21.790000
272120	EMrTnfpZ, E.A.	201551	1	44.330000	40.330000
272120	EMrTnfpZ, E.A.	201552	1	25.220000	12.830000
272120	EMrTnfpZ, E.A.	201553	1	7.000000	7.000000
404008	RSYnMhTX, L.	201549	1	15.810000	15.810000
404008	RSYnMhTX, L.	201550	1	39.250000	21.610000
404008	RSYnMhTX, L.	201552	1	23.540000	13.670000
404008	RSYnMhTX, L.	201553	1	19.590000	14.700000
024921	iGaRHBVZ, P.K.	201549	1	40.130000	24.280000
024921	iGaRHBVZ, P.K.	201550	1	36.910000	19.050000
024921	iGaRHBVZ, P.K.	201551	1	31.450000	15.220000
024921	iGaRHBVZ, P.K.	201552	1	21.160000	12.220000
024921	iGaRHBVZ, P.K.	201553	1	16.750000	10.630000
756482	kkmItYMl, L.P.	201549	1	43.470000	24.130000
756482	kkmItYMl, L.P.	201550	1	37.140000	17.010000
756482	kkmItYMl, L.P.	201551	1	36.510000	19.530000
756482	kkmItYMl, L.P.	201552	1	21.150000	12.340000
756482	kkmItYMl, L.P.	201553	1	31.410000	22.580000
653347	QoEOdkuc, R.	201549	1	44.010000	24.710000
653347	QoEOdkuc, R.	201550	1	27.460000	10.900000
653347	QoEOdkuc, R.	201551	1	36.490000	19.620000
653347	QoEOdkuc, R.	201552	1	24.970000	12.300000
653347	QoEOdkuc, R.	201553	1	21.750000	15.600000
322906	WQmWfmzK, R.J.	201549	1	51.090000	51.090000
322906	WQmWfmzK, R.J.	201550	1	43.320000	43.300000
322906	WQmWfmzK, R.J.	201551	1	40.370000	40.370000
322906	WQmWfmzK, R.J.	201552	1	25.230000	25.230000
322906	WQmWfmzK, R.J.	201553	1	33.490000	33.490000
620752	QrfNOWom, R.P.	201549	1	14.550000	14.550000
010457	mBXDZFxh, J.	201549	1	36.530000	22.640000
010457	mBXDZFxh, J.	201550	3	47.060000	45.060000
010457	mBXDZFxh, J.	201551	3	33.390000	21.050000
010457	mBXDZFxh, J.	201552	3	32.360000	30.390000
010457	mBXDZFxh, J.	201553	3	7.600000	7.600000
373734	gHnJxWLa, J.K.	201549	1	45.330000	45.330000
373734	gHnJxWLa, J.K.	201550	1	35.720000	21.670000
373734	gHnJxWLa, J.K.	201551	1	45.650000	41.650000
373734	gHnJxWLa, J.K.	201552	1	29.720000	18.790000
373734	gHnJxWLa, J.K.	201553	1	36.900000	35.900000
329318	WKnHJsue, P.J.	201549	1	41.090000	41.090000
329318	WKnHJsue, P.J.	201550	1	36.450000	21.810000
329318	WKnHJsue, P.J.	201551	1	43.170000	39.170000
329318	WKnHJsue, P.J.	201552	1	30.430000	18.750000
329318	WKnHJsue, P.J.	201553	1	37.020000	36.020000
291571	preLCSWv, D.R.	201549	1	28.660000	28.660000
291571	preLCSWv, D.R.	201550	1	32.220000	32.220000
291571	preLCSWv, D.R.	201551	1	47.720000	47.720000
291571	preLCSWv, D.R.	201552	1	23.590000	23.590000
291571	preLCSWv, D.R.	201553	1	21.840000	21.840000
517834	MsPWzgyY, A.	201549	1	48.360000	31.840000
517834	MsPWzgyY, A.	201550	1	46.730000	44.570000
517834	MsPWzgyY, A.	201551	1	48.340000	44.140000
517834	MsPWzgyY, A.	201552	1	25.130000	24.050000
517834	MsPWzgyY, A.	201553	1	24.060000	24.000000
218043	vzFuAoeu, J.	201549	1	45.800000	45.800000
218043	vzFuAoeu, J.	201550	1	35.080000	21.290000
218043	vzFuAoeu, J.	201551	1	46.030000	42.030000
218043	vzFuAoeu, J.	201552	1	30.790000	18.870000
218043	vzFuAoeu, J.	201553	1	38.470000	37.470000
874605	qzFTNjde, T.	201549	1	47.990000	47.990000
874605	qzFTNjde, T.	201550	1	36.950000	21.430000
874605	qzFTNjde, T.	201551	1	47.050000	43.050000
874605	qzFTNjde, T.	201552	1	14.920000	8.520000
874605	qzFTNjde, T.	201553	1	32.820000	31.820000
329182	RHCfAwoe, M.A.	201549	1	42.870000	29.070000
329182	RHCfAwoe, M.A.	201550	1	16.250000	15.250000
362630	dXXEdpco, J.	201549	1	43.630000	28.630000
362630	dXXEdpco, J.	201550	1	15.080000	14.080000
743776	KisJIUpX, T.	201549	1	33.560000	33.560000
743776	KisJIUpX, T.	201550	1	33.230000	20.420000
743776	KisJIUpX, T.	201551	1	43.480000	40.480000
743776	KisJIUpX, T.	201552	1	19.300000	11.740000
743776	KisJIUpX, T.	201553	1	21.430000	21.430000
601989	NberHZOf, P.	201549	2	46.510000	46.510000
601989	NberHZOf, P.	201550	2	39.260000	37.260000
601989	NberHZOf, P.	201551	2	33.620000	21.800000
601989	NberHZOf, P.	201552	2	33.860000	31.860000
601989	NberHZOf, P.	201553	2	27.290000	20.110000
890337	qbUbyxJX, M.	201549	2	30.080000	30.080000
576454	rwoZvLhO, A.	201549	2	41.380000	22.450000
576454	rwoZvLhO, A.	201550	2	8.880000	7.800000
354065	vGOvgSzC, M.	201549	1	39.690000	39.690000
354065	vGOvgSzC, M.	201550	1	35.550000	21.220000
354065	vGOvgSzC, M.	201551	1	39.510000	35.510000
354065	vGOvgSzC, M.	201552	1	20.430000	12.880000
354065	vGOvgSzC, M.	201553	1	30.620000	29.620000
605536	UWsfgUWk, P.J.	201549	1	36.430000	22.600000
605536	UWsfgUWk, P.J.	201550	1	37.340000	36.340000
605536	UWsfgUWk, P.J.	201551	1	26.040000	17.100000
605536	UWsfgUWk, P.J.	201552	1	22.880000	18.360000
605536	UWsfgUWk, P.J.	201553	1	19.230000	12.410000
075844	SfsDEhnD, T.	201549	1	47.080000	47.080000
075844	SfsDEhnD, T.	201550	1	37.150000	21.710000
075844	SfsDEhnD, T.	201551	1	43.280000	39.280000
075844	SfsDEhnD, T.	201552	1	26.730000	18.590000
075844	SfsDEhnD, T.	201553	1	1.650000	1.650000
656524	zdaYiHjr, D.	201549	1	36.260000	22.700000
656524	zdaYiHjr, D.	201550	1	46.290000	44.290000
656524	zdaYiHjr, D.	201551	1	26.190000	16.970000
656524	zdaYiHjr, D.	201552	1	27.580000	26.580000
656524	zdaYiHjr, D.	201553	1	20.120000	16.270000
743900	bpQeLUsK, T.A.	201549	1	37.080000	22.250000
743900	bpQeLUsK, T.A.	201550	1	47.640000	45.640000
743900	bpQeLUsK, T.A.	201551	1	35.420000	22.270000
743900	bpQeLUsK, T.A.	201552	1	25.070000	23.970000
743900	bpQeLUsK, T.A.	201553	1	27.620000	20.770000
143134	wadctZwk, B.L.	201549	1	42.650000	42.500000
143134	wadctZwk, B.L.	201550	1	28.320000	26.110000
844387	hwOFtkkl, J.M.	201549	1	28.730000	28.600000
844387	hwOFtkkl, J.M.	201550	1	44.900000	27.100000
844387	hwOFtkkl, J.M.	201551	1	37.920000	24.330000
844387	hwOFtkkl, J.M.	201552	1	26.850000	13.080000
844387	hwOFtkkl, J.M.	201553	1	28.630000	27.500000
549358	ADwaBZOJ, S.W.	201549	1	36.880000	23.160000
549358	ADwaBZOJ, S.W.	201550	1	39.110000	37.110000
549358	ADwaBZOJ, S.W.	201551	1	34.470000	22.230000
549358	ADwaBZOJ, S.W.	201552	1	33.240000	31.240000
549358	ADwaBZOJ, S.W.	201553	1	19.640000	12.930000
803553	btRBnYIi, J.J.	201549	1	45.190000	45.190000
803553	btRBnYIi, J.J.	201550	1	36.000000	21.910000
803553	btRBnYIi, J.J.	201551	1	45.910000	41.910000
803553	btRBnYIi, J.J.	201552	1	31.910000	19.320000
803553	btRBnYIi, J.J.	201553	1	24.750000	24.750000
262300	joPeNTXZ, Z.F.	201549	2	36.590000	24.340000
262300	joPeNTXZ, Z.F.	201550	2	39.550000	19.350000
262300	joPeNTXZ, Z.F.	201551	2	5.520000	3.400000
737423	ejZOGJVg, D.	201549	1	49.810000	31.230000
737423	ejZOGJVg, D.	201550	1	47.860000	45.730000
737423	ejZOGJVg, D.	201551	1	49.650000	45.520000
737423	ejZOGJVg, D.	201552	1	25.190000	16.220000
737423	ejZOGJVg, D.	201553	1	35.130000	26.160000
220210	TYawpdxL, G.M.	201549	1	42.960000	22.920000
220210	TYawpdxL, G.M.	201550	1	38.160000	19.750000
220210	TYawpdxL, G.M.	201551	1	26.520000	14.640000
928942	cQBNKiFo, D.M.	201549	1	21.950000	8.950000
541016	CseWGpWg, M.H.	201549	1	38.970000	38.970000
541016	CseWGpWg, M.H.	201550	1	36.220000	21.940000
541016	CseWGpWg, M.H.	201551	1	34.000000	30.000000
174239	FbjpCjjg, D.J.	201549	1	38.100000	38.100000
174239	FbjpCjjg, D.J.	201550	1	35.530000	21.850000
174239	FbjpCjjg, D.J.	201551	1	34.460000	30.460000
744163	PfcenVVz, T.M.	201549	1	45.900000	45.900000
744163	PfcenVVz, T.M.	201550	1	36.200000	21.770000
744163	PfcenVVz, T.M.	201551	1	47.120000	43.120000
744163	PfcenVVz, T.M.	201552	1	21.460000	12.880000
744163	PfcenVVz, T.M.	201553	1	31.890000	30.890000
385422	GaxjHOCR, P.J.	201549	1	46.200000	46.200000
385422	GaxjHOCR, P.J.	201550	1	35.930000	21.700000
385422	GaxjHOCR, P.J.	201551	1	47.740000	43.740000
385422	GaxjHOCR, P.J.	201552	1	20.060000	12.850000
385422	GaxjHOCR, P.J.	201553	1	31.850000	30.850000
418245	SlBXKSMI, W.	201549	1	55.790000	55.790000
418245	SlBXKSMI, W.	201550	1	43.220000	27.630000
418245	SlBXKSMI, W.	201551	1	48.930000	44.930000
418245	SlBXKSMI, W.	201552	1	28.570000	19.430000
418245	SlBXKSMI, W.	201553	1	35.360000	35.360000
147871	NIlWXulr, T.A.	201549	1	37.160000	22.570000
147871	NIlWXulr, T.A.	201550	1	40.130000	38.130000
147871	NIlWXulr, T.A.	201551	1	32.640000	21.810000
147871	NIlWXulr, T.A.	201552	1	33.120000	31.120000
147871	NIlWXulr, T.A.	201553	1	19.700000	12.740000
333452	JFnKQKEX, P.	201549	1	36.180000	22.600000
333452	JFnKQKEX, P.	201550	1	39.150000	37.150000
333452	JFnKQKEX, P.	201551	1	32.600000	21.790000
333452	JFnKQKEX, P.	201552	1	32.650000	30.650000
333452	JFnKQKEX, P.	201553	1	19.310000	12.680000
344353	VtRdGTjq, L.	201549	1	46.220000	46.220000
344353	VtRdGTjq, L.	201550	1	34.330000	21.830000
344353	VtRdGTjq, L.	201551	1	45.110000	41.110000
344353	VtRdGTjq, L.	201552	1	20.540000	12.810000
344353	VtRdGTjq, L.	201553	1	24.610000	24.610000
535964	qijpUKaq, K.O.	201549	1	48.870000	48.870000
535964	qijpUKaq, K.O.	201550	1	35.290000	21.920000
535964	qijpUKaq, K.O.	201551	1	39.630000	35.630000
535964	qijpUKaq, K.O.	201552	1	20.600000	12.870000
535964	qijpUKaq, K.O.	201553	1	34.080000	34.080000
491433	kKFnkUMj, R.	201549	1	49.900000	49.900000
491433	kKFnkUMj, R.	201550	1	48.690000	48.670000
491433	kKFnkUMj, R.	201551	1	39.210000	39.210000
491433	kKFnkUMj, R.	201552	1	22.220000	22.220000
491433	kKFnkUMj, R.	201553	1	27.990000	27.990000
805979	iwqVMrFx, R.	201549	1	49.240000	49.240000
805979	iwqVMrFx, R.	201550	1	36.920000	36.920000
805979	iwqVMrFx, R.	201551	1	41.450000	41.450000
805979	iwqVMrFx, R.	201552	1	24.930000	24.930000
805979	iwqVMrFx, R.	201553	1	25.090000	25.090000
582267	vkjUWEZe, K.P.	201549	1	44.150000	44.150000
582267	vkjUWEZe, K.P.	201550	1	38.620000	38.620000
582267	vkjUWEZe, K.P.	201551	1	39.600000	39.600000
582267	vkjUWEZe, K.P.	201552	1	31.780000	31.780000
582267	vkjUWEZe, K.P.	201553	1	22.850000	22.850000
499766	TVihuaEO, S.	201549	1	20.300000	11.900000
499766	TVihuaEO, S.	201550	1	34.470000	19.670000
499766	TVihuaEO, S.	201551	1	34.000000	20.370000
499766	TVihuaEO, S.	201552	1	23.550000	13.900000
592956	pDLlWutW, K.W.	201549	1	42.580000	42.580000
592956	pDLlWutW, K.W.	201550	1	34.800000	34.800000
592956	pDLlWutW, K.W.	201551	1	40.570000	40.570000
592956	pDLlWutW, K.W.	201552	1	31.830000	31.830000
592956	pDLlWutW, K.W.	201553	1	23.610000	23.610000
927278	LqZdVUIg, K.	201549	1	15.250000	15.250000
927278	LqZdVUIg, K.	201550	1	45.270000	28.990000
927278	LqZdVUIg, K.	201551	1	47.290000	44.290000
927278	LqZdVUIg, K.	201552	1	38.250000	23.100000
927278	LqZdVUIg, K.	201553	1	39.240000	30.970000
840369	KJLEMexP, D.A.	201550	1	52.310000	27.310000
840369	KJLEMexP, D.A.	201551	1	49.270000	23.100000
840369	KJLEMexP, D.A.	201552	1	33.180000	19.380000
840369	KJLEMexP, D.A.	201553	1	31.270000	18.810000
595398	RTvhWPNJ, M.P.	201550	1	7.950000	5.330000
768199	qbtwKLRM, R.	201550	1	8.180000	3.780000
768199	qbtwKLRM, R.	201551	1	34.140000	20.950000
768199	qbtwKLRM, R.	201552	1	28.880000	25.990000
768199	qbtwKLRM, R.	201553	1	28.260000	27.060000
725196	PjbnELka, M.	201551	1	7.230000	0.000000
725196	PjbnELka, M.	201553	1	13.290000	11.720000
773318	SBxhOnya, P.J.	201551	1	27.650000	19.790000
773318	SBxhOnya, P.J.	201552	1	34.080000	16.020000
773318	SBxhOnya, P.J.	201553	1	34.760000	25.640000
684900	NZjdUWmZ, M.	201551	1	19.350000	11.750000
621530	MrsAejtK, Z.L.	201551	1	28.900000	20.340000
621530	MrsAejtK, Z.L.	201552	1	34.320000	16.680000
621530	MrsAejtK, Z.L.	201553	1	31.190000	30.030000
026768	KIKraWJI, S.	201551	1	22.130000	20.080000
026768	KIKraWJI, S.	201552	1	29.190000	15.480000
026768	KIKraWJI, S.	201553	1	31.440000	22.590000
883413	GErdkerX, W.J.	201551	1	7.020000	7.020000
883413	GErdkerX, W.J.	201552	1	32.150000	32.150000
883413	GErdkerX, W.J.	201553	1	34.400000	34.400000
284097	BPwwatJn, D.Z.	201552	1	18.210000	12.010000
284097	BPwwatJn, D.Z.	201553	1	6.090000	3.370000
934181	eWjuBGrE, M.	201552	1	24.550000	11.900000
934181	eWjuBGrE, M.	201553	1	7.860000	4.380000
166629	DBQEEYmC, M.R.	201552	1	24.050000	24.050000
166629	DBQEEYmC, M.R.	201553	1	25.620000	25.620000
700847	xEhSdbIf, T.	201552	1	25.220000	17.400000
700847	xEhSdbIf, T.	201553	1	22.210000	17.220000
